,M
2473,-1410
2474,-1737
2475,-1287
2476,-498
2477,546
2478,1489
2479,1571
2480,612
2481,-619
2482,-1412
2483,-1705
2484,-1443
2485,-1073
2486,-1403
2487,-1526
2488,-1301
2489,-1403
2490,-1392
2491,-1071
2492,-767
2493,-475
2494,-543
2495,-636
2496,-296
2497,150
2498,99
2499,-648
2500,-1322
2501,-1885
2502,-1853
2503,-1374
2504,-1245
2505,-1189
2506,-972
2507,-614
2508,-274
2509,-113
2510,29
2511,73
2512,-15
2513,143
2514,267
2515,332
2516,389
2517,126
2518,220
2519,911
2520,1485
2521,1548
2522,864
2523,-209
2524,-1086
2525,-1439
2526,-1004
2527,-166
2528,933
2529,1928
2530,2260
2531,1750
2532,865
2533,519
2534,593
2535,648
2536,1065
2537,1570
2538,1812
2539,1723
2540,1355
2541,1051
2542,443
2543,142
2544,4
2545,-148
2546,-354
2547,-430
2548,-390
2549,-404
2550,-83
2551,-57
2552,-27
2553,-97
2554,-416
2555,-543
2556,-620
2557,-786
2558,-1470
2559,-2681
2560,-3659
2561,-3790
2562,-3211
2563,-2284
2564,-587
2565,1468
2566,2609
2567,2837
2568,2674
2569,2143
2570,1649
2571,925
2572,-228
2573,-863
2574,-1165
2575,-1517
2576,-1310
2577,-204
2578,1395
2579,2308
2580,2123
2581,1561
2582,743
2583,253
2584,339
2585,463
2586,785
2587,1148
2588,1365
2589,1118
2590,1068
2591,1464
2592,1832
2593,2623
2594,2821
2595,2623
2596,2166
2597,1270
2598,299
2599,-578
2600,-1052
2601,-1322
2602,-1553
2603,-1725
2604,-1822
2605,-1373
2606,-1083
2607,-1170
2608,-983
2609,-783
2610,-636
2611,-580
2612,-674
2613,-471
2614,-646
2615,-882
2616,-602
2617,-181
2618,360
2619,493
2620,628
2621,605
2622,675
2623,779
2624,650
2625,311
2626,-122
2627,-659
2628,-1077
2629,-1075
2630,-671
2631,-67
2632,258
2633,-128
2634,-927
2635,-1398
2636,-1529
2637,-851
2638,34
2639,538
2640,693
2641,741
2642,920
2643,495
2644,-208
2645,-947
2646,-1224
2647,-1347
2648,-1775
2649,-2500
2650,-3485
2651,-3824
2652,-3215
2653,-1929
2654,-627
2655,-23
2656,-88
2657,-424
2658,-928
2659,-1275
2660,-995
2661,-916
2662,-1148
2663,-1655
2664,-2134
2665,-1890
2666,-1944
2667,-2276
2668,-2378
2669,-2461
2670,-2541
2671,-2434
2672,-2378
2673,-2451
2674,-2311
2675,-1589
2676,-852
2677,-484
2678,-595
2679,-634
2680,-54
2681,622
2682,960
2683,881
2684,769
2685,1338
2686,1931
2687,2012
2688,1684
2689,1303
2690,1400
2691,2144
2692,3091
2693,3986
2694,4608
2695,5001
2696,5277
2697,5685
2698,5973
2699,6215
2700,6742
2701,6643
2702,6260
2703,5820
2704,5128
2705,4379
2706,3406
2707,2616
2708,2517
2709,3247
2710,4219
2711,5411
2712,6701
2713,7599
2714,7709
2715,7294
2716,6915
2717,6534
2718,6072
2719,5718
2720,5363
2721,5075
2722,5059
2723,5192
2724,5024
2725,4803
2726,4668
2727,4438
2728,4578
2729,4850
2730,5055
2731,5070
2732,5334
2733,5980
2734,6269
2735,5889
2736,5338
2737,4999
2738,4678
2739,4997
2740,6473
2741,8674
2742,10678
2743,12451
2744,14376
2745,16017
2746,16994
2747,17700
2748,18285
2749,17732
2750,15799
2751,13111
2752,10078
2753,6933
2754,3916
2755,1171
2756,-1318
2757,-3586
2758,-5673
2759,-7513
2760,-9142
2761,-10560
2762,-11799
2763,-12900
2764,-13903
2765,-14785
2766,-15643
2767,-16454
2768,-17396
2769,-18590
2770,-20388
2771,-23687
2772,-29522
2773,-32768
2774,-32765
2775,-32768
2776,-32761
2777,-32768
2778,-32764
2779,-32767
2780,-32766
2781,-32767
2782,-32766
2783,-32768
2784,-32748
2785,-32379
2786,-30423
2787,-24565
2788,-9115
2789,12415
2790,25863
2791,32713
2792,32748
2793,32726
2794,32631
2795,32631
2796,32603
2797,32554
2798,32536
2799,32498
2800,32466
2801,32434
2802,32405
2803,32366
2804,32255
2805,31254
2806,28168
2807,24092
2808,20376
2809,16469
2810,12770
2811,9011
2812,5222
2813,1321
2814,-2692
2815,-6143
2816,-9543
2817,-12273
2818,-13686
2819,-14416
2820,-15043
2821,-15609
2822,-16698
2823,-17650
2824,-17604
2825,-17105
2826,-16620
2827,-16174
2828,-15836
2829,-15065
2830,-13817
2831,-12593
2832,-11319
2833,-10194
2834,-9489
2835,-8812
2836,-7780
2837,-6426
2838,-4852
2839,-3553
2840,-2343
2841,-1254
2842,-360
2843,594
2844,1190
2845,2030
2846,3382
2847,4582
2848,5319
2849,5530
2850,5647
2851,5933
2852,5970
2853,6404
2854,6976
2855,6864
2856,6151
2857,5200
2858,5179
2859,6118
2860,7345
2861,8103
2862,8162
2863,7729
2864,7027
2865,6274
2866,4786
2867,3753
2868,3747
2869,2150
2870,-559
2871,-1919
2872,-2757
2873,-2837
2874,-3098
2875,-5131
2876,-7148
2877,-7832
2878,-7267
2879,-6639
2880,-7036
2881,-8357
2882,-9700
2883,-10285
2884,-9949
2885,-9952
2886,-10534
2887,-10856
2888,-10777
2889,-10602
2890,-10291
2891,-10134
2892,-10540
2893,-10839
2894,-11111
2895,-11460
2896,-11506
2897,-10549
2898,-8404
2899,-5792
2900,-3920
2901,-2912
2902,-2202
2903,-1941
2904,-1330
2905,-267
2906,498
2907,1440
2908,2798
2909,4291
2910,5067
2911,5824
2912,7003
2913,7929
2914,8348
2915,8146
2916,7818
2917,7459
2918,7157
2919,7518
2920,8156
2921,8577
2922,8857
2923,9315
2924,9729
2925,10179
2926,10737
2927,11129
2928,10490
2929,9249
2930,8126
2931,6799
2932,5374
2933,4477
2934,4442
2935,5159
2936,5460
2937,5013
2938,4058
2939,2632
2940,1577
2941,848
2942,513
2943,261
2944,-198
2945,-116
2946,246
2947,554
2948,673
2949,461
2950,122
2951,-148
2952,-470
2953,-562
2954,-331
2955,126
2956,557
2957,658
2958,353
2959,-399
2960,-948
2961,-951
2962,-227
2963,1062
2964,1640
2965,1205
2966,801
2967,881
2968,1221
2969,1375
2970,925
2971,280
2972,-362
2973,-1366
2974,-1665
2975,-1445
2976,-993
2977,-281
2978,-10
2979,-390
2980,-768
2981,-711
2982,-597
2983,-901
2984,-1481
2985,-942
2986,-133
2987,5
2988,-460
2989,-1528
2990,-2076
2991,-2135
2992,-1830
2993,-1163
2994,-1050
2995,-835
2996,-552
2997,-915
2998,-1415
2999,-1428
3000,-581
3001,260
3002,671
3003,874
3004,779
3005,927
3006,1406
3007,1661
3008,1480
3009,746
3010,-688
3011,-1460
3012,-1622
3013,-1551
3014,-1029
3015,-528
3016,-49
3017,168
3018,662
3019,1600
3020,2451
3021,3339
3022,3877
3023,3896
3024,3543
3025,2919
3026,2269
3027,2047
3028,2003
3029,1697
3030,1346
3031,1447
3032,1868
3033,2672
3034,3363
3035,3655
3036,3709
3037,3360
3038,2483
3039,1252
3040,619
3041,923
3042,1606
3043,2195
3044,1988
3045,1299
3046,1113
3047,644
3048,-413
3049,-1670
3050,-2642
3051,-2667
3052,-1673
3053,-313
3054,335
3055,186
3056,-51
3057,-94
3058,-621
3059,-1789
3060,-3039
3061,-3759
3062,-3859
3063,-3815
3064,-3546
3065,-3218
3066,-2696
3067,-2362
3068,-2282
3069,-1630
3070,-1299
3071,-1432
3072,-1704
3073,-2233
3074,-2726
3075,-3102
3076,-2698
3077,-2077
3078,-1420
3079,-990
3080,-1186
3081,-1523
3082,-2010
3083,-2556
3084,-3003
3085,-3749
3086,-4376
3087,-4220
3088,-3295
3089,-1370
3090,545
3091,1844
3092,2187
3093,1660
3094,928
3095,434
3096,-181
3097,-958
3098,-1371
3099,-1187
3100,-872
3101,-778
3102,-825
3103,-981
3104,-1026
3105,-1431
3106,-2364
3107,-3216
3108,-3728
3109,-3377
3110,-2925
3111,-2560
3112,-2032
3113,-1818
3114,-1977
3115,-2130
3116,-2334
3117,-2524
3118,-2630
3119,-2899
3120,-2850
3121,-2594
3122,-2066
3123,-1371
3124,-1083
3125,-1048
3126,-1418
3127,-1361
3128,-661
3129,298
3130,1405
3131,2122
3132,2200
3133,1855
3134,1244
3135,274
3136,-258
3137,-371
3138,501
3139,2006
3140,2750
3141,3222
3142,3354
3143,2721
3144,1550
3145,537
3146,-644
3147,-1589
3148,-1420
3149,-1162
3150,-263
3151,954
3152,1963
3153,3210
3154,3652
3155,3336
3156,2835
3157,2222
3158,1598
3159,981
3160,697
3161,387
3162,70
3163,-93
3164,-290
3165,-597
3166,-914
3167,-924
3168,-781
3169,-784
3170,-411
3171,142
3172,747
3173,1627
3174,2144
3175,2168
3176,1996
3177,1714
3178,1507
3179,1241
3180,946
3181,572
3182,122
3183,-493
3184,-818
3185,-312
3186,531
3187,1216
3188,1284
3189,1150
3190,676
3191,-316
3192,-763
3193,-585
3194,-645
3195,-382
3196,371
3197,675
3198,1090
3199,2040
3200,3036
3201,3713
3202,3429
3203,2692
3204,1850
3205,695
3206,-310
3207,-865
3208,-983
3209,-1332
3210,-1543
3211,-1193
3212,-1040
3213,-1057
3214,-784
3215,-945
3216,-1278
3217,-1499
3218,-1904
3219,-2161
3220,-2072
3221,-1878
3222,-1365
3223,-1106
3224,-943
3225,-177
3226,1084
3227,1684
3228,1586
3229,980
3230,112
3231,-589
3232,-1150
3233,-1191
3234,-915
3235,-265
3236,805
3237,1566
3238,1623
3239,1234
3240,1020
3241,479
3242,-248
3243,-762
3244,-821
3245,-533
3246,-489
3247,-804
3248,-1363
3249,-1624
3250,-1398
3251,-1178
3252,-923
3253,-550
3254,-311
3255,-220
3256,-23
3257,28
3258,-87
3259,-189
3260,-124
3261,-29
3262,-247
3263,-455
3264,-629
3265,-706
3266,-884
3267,-1324
3268,-1417
3269,-1104
3270,-353
3271,584
3272,1645
3273,2918
3274,3627
3275,3190
3276,2155
3277,1005
3278,-163
3279,-885
3280,-885
3281,-684
3282,235
3283,1698
3284,2265
3285,2087
3286,1594
3287,946
3288,651
3289,575
3290,671
3291,559
3292,145
3293,-1
3294,61
3295,514
3296,990
3297,1172
3298,1514
3299,1371
3300,897
3301,279
3302,-42
3303,1
3304,-216
3305,-15
3306,227
3307,200
3308,382
3309,288
3310,238
3311,203
3312,55
3313,-421
3314,-1154
3315,-1489
3316,-1461
3317,-1490
3318,-1528
3319,-2169
3320,-2387
3321,-1945
3322,-1614
3323,-853
3324,-215
3325,-65
3326,46
3327,-85
3328,-506
3329,-956
3330,-1346
3331,-1685
3332,-2261
3333,-2945
3334,-3144
3335,-2573
3336,-1765
3337,-1043
3338,-436
3339,-431
3340,-353
3341,-318
3342,-314
3343,-233
3344,-375
3345,-537
3346,-1158
3347,-2179
3348,-3000
3349,-3543
3350,-3608
3351,-3635
3352,-3526
3353,-3186
3354,-2981
3355,-2599
3356,-1904
3357,-913
3358,367
3359,940
3360,1195
3361,781
3362,-390
3363,-1011
3364,-1248
3365,-1931
3366,-2625
3367,-3228
3368,-3515
3369,-3473
3370,-2976
3371,-1970
3372,-1215
3373,-767
3374,-4
3375,1008
3376,1962
3377,2560
3378,2511
3379,1896
3380,1008
3381,76
3382,-792
3383,-1053
3384,-855
3385,-850
3386,-585
3387,-331
3388,-183
3389,-93
3390,504
3391,1572
3392,2240
3393,2532
3394,2435
3395,1895
3396,885
3397,61
3398,-301
3399,-335
3400,-248
3401,2
3402,454
3403,876
3404,984
3405,853
3406,580
3407,665
3408,1079
3409,1324
3410,1748
3411,2061
3412,2148
3413,1848
3414,1104
3415,427
3416,-377
3417,-1420
3418,-2060
3419,-2246
3420,-1800
3421,-1174
3422,-873
3423,-452
3424,159
3425,824
3426,1398
3427,2041
3428,2672
3429,3210
3430,3678
3431,3805
3432,3491
3433,3143
3434,2464
3435,1641
3436,1366
3437,953
3438,486
3439,669
3440,1547
3441,2811
3442,3241
3443,3390
3444,3352
3445,3042
3446,2949
3447,2623
3448,2470
3449,2071
3450,1638
3451,1818
3452,1918
3453,1681
3454,1822
3455,2211
3456,2182
3457,1991
3458,1664
3459,1134
3460,1232
3461,1629
3462,1732
3463,1470
3464,1395
3465,1087
3466,162
3467,-504
3468,-1056
3469,-1231
3470,-987
3471,-803
3472,-528
3473,-124
3474,603
3475,1354
3476,2096
3477,2795
3478,2889
3479,2868
3480,2772
3481,2212
3482,1695
3483,979
3484,115
3485,-591
3486,-1117
3487,-1208
3488,-1358
3489,-1478
3490,-968
3491,-504
3492,-38
3493,442
3494,555
3495,660
3496,424
3497,-115
3498,-368
3499,-461
3500,-103
3501,-62
3502,-316
3503,-482
3504,-773
3505,-557
3506,-213
3507,171
3508,529
3509,466
3510,206
3511,3
3512,-846
3513,-1657
3514,-2163
3515,-2081
3516,-1843
3517,-1905
3518,-2334
3519,-2542
3520,-2260
3521,-2324
3522,-2457
3523,-1995
3524,-1215
3525,-314
3526,605
3527,564
3528,212
3529,-439
3530,-1324
3531,-1650
3532,-2035
3533,-2721
3534,-3487
3535,-3709
3536,-4115
3537,-4769
3538,-5122
3539,-4887
3540,-3971
3541,-2460
3542,-870
3543,-184
3544,67
3545,39
3546,292
3547,-162
3548,-888
3549,-1366
3550,-1715
3551,-1658
3552,-1729
3553,-1961
3554,-1802
3555,-1755
3556,-1653
3557,-1168
3558,-628
3559,-312
3560,206
3561,924
3562,1164
3563,1397
3564,1674
3565,1938
3566,1797
3567,1253
3568,845
3569,548
3570,598
3571,670
3572,914
3573,1086
3574,1207
3575,1951
3576,2911
3577,3573
3578,3495
3579,2891
3580,2141
3581,1327
3582,527
3583,-129
3584,-370
3585,-160
3586,400
3587,1248
3588,2093
3589,2638
3590,2856
3591,3030
3592,2925
3593,2845
3594,3016
3595,2846
3596,2660
3597,2348
3598,1717
3599,1565
3600,1367
3601,947
3602,496
3603,402
3604,756
3605,907
3606,1108
3607,1436
3608,1559
3609,1116
3610,-184
3611,-1476
3612,-2568
3613,-3034
3614,-2934
3615,-2763
3616,-2545
3617,-2875
3618,-3160
3619,-2864
3620,-2249
3621,-1589
3622,-934
3623,-380
3624,-9
3625,448
3626,785
3627,654
3628,-25
3629,-820
3630,-1109
3631,-1365
3632,-1287
3633,-1095
3634,-799
3635,76
3636,1152
3637,2345
3638,3090
3639,2764
3640,1685
3641,817
3642,106
3643,-383
3644,-508
3645,-596
3646,-217
3647,578
3648,1649
3649,2200
3650,2010
3651,1173
3652,200
3653,-807
3654,-1983
3655,-2482
3656,-2244
3657,-1695
3658,-1369
3659,-1183
3660,-1118
3661,-1301
3662,-1669
3663,-2411
3664,-3062
3665,-3437
3666,-3942
3667,-4098
3668,-3933
3669,-3934
3670,-3980
3671,-3938
3672,-3559
3673,-2734
3674,-2048
3675,-1247
3676,-725
3677,-496
3678,141
3679,341
3680,771
3681,826
3682,371
3683,201
3684,-255
3685,-222
3686,-275
3687,-558
3688,-400
3689,-265
3690,-90
3691,341
3692,798
3693,1405
3694,2207
3695,3333
3696,4457
3697,4671
3698,4122
3699,2925
3700,1696
3701,803
3702,-76
3703,-350
3704,127
3705,1054
3706,2288
3707,2913
3708,3211
3709,3732
3710,4553
3711,5275
3712,5291
3713,5197
3714,4492
3715,3418
3716,2511
3717,1661
3718,1517
3719,1829
3720,2087
3721,2881
3722,3774
3723,4260
3724,4614
3725,4625
3726,4286
3727,3770
3728,3367
3729,2776
3730,1761
3731,384
3732,-1286
3733,-2271
3734,-2633
3735,-2315
3736,-1906
3737,-1859
3738,-1782
3739,-1731
3740,-1836
3741,-2116
3742,-2235
3743,-2357
3744,-2610
3745,-3067
3746,-3771
3747,-4847
3748,-6087
3749,-7028
3750,-7507
3751,-7569
3752,-7313
3753,-7210
3754,-7264
3755,-7291
3756,-7064
3757,-6328
3758,-5615
3759,-5030
3760,-4685
3761,-4904
3762,-4858
3763,-5050
3764,-5319
3765,-5603
3766,-6279
3767,-6986
3768,-7569
3769,-7938
3770,-7645
3771,-6887
3772,-6360
3773,-5776
3774,-5479
3775,-5652
3776,-5776
3777,-6030
3778,-5909
3779,-5310
3780,-4452
3781,-3195
3782,-1958
3783,-1056
3784,-549
3785,-572
3786,-691
3787,-965
3788,-1575
3789,-2399
3790,-2580
3791,-2514
3792,-2809
3793,-2712
3794,-2290
3795,-1910
3796,-1410
3797,-1410
3798,-1852
3799,-2779
3800,-3512
3801,-3085
3802,-2768
3803,-2827
3804,-3265
3805,-3598
3806,-3754
3807,-4085
3808,-4317
3809,-4577
3810,-4069
3811,-3416
3812,-3130
3813,-3026
3814,-2647
3815,-1287
3816,723
3817,3259
3818,5973
3819,8571
3820,11331
3821,14076
3822,16793
3823,19334
3824,21503
3825,23783
3826,26590
3827,29572
3828,32297
3829,32705
3830,32247
3831,32422
3832,32345
3833,32276
3834,32303
3835,32224
3836,32211
3837,31823
3838,28914
3839,22070
3840,14925
3841,7996
3842,586
3843,-5687
3844,-11181
3845,-15828
3846,-19691
3847,-22756
3848,-24898
3849,-26440
3850,-27655
3851,-27752
3852,-26743
3853,-25163
3854,-23771
3855,-22415
3856,-20661
3857,-19366
3858,-18208
3859,-16932
3860,-15664
3861,-14088
3862,-12494
3863,-10705
3864,-8954
3865,-7382
3866,-6035
3867,-5184
3868,-4765
3869,-4828
3870,-5173
3871,-5143
3872,-4460
3873,-3545
3874,-2321
3875,-735
3876,1258
3877,3051
3878,4605
3879,5940
3880,6859
3881,7426
3882,7252
3883,6733
3884,5783
3885,4843
3886,4052
3887,3046
3888,2047
3889,649
3890,-667
3891,-1369
3892,-1819
3893,-2522
3894,-3365
3895,-3810
3896,-4032
3897,-4021
3898,-3739
3899,-3588
3900,-3712
3901,-3463
3902,-2623
3903,-1462
3904,493
3905,2755
3906,5057
3907,7319
3908,9542
3909,12066
3910,14497
3911,16684
3912,18666
3913,20413
3914,21585
3915,22205
3916,22246
3917,22062
3918,21483
3919,20152
3920,18618
3921,17452
3922,16584
3923,15555
3924,13841
3925,11754
3926,9652
3927,8060
3928,6287
3929,3615
3930,989
3931,-776
3932,-2170
3933,-3740
3934,-5911
3935,-7809
3936,-9341
3937,-10066
3938,-9804
3939,-9909
3940,-10104
3941,-10179
3942,-10213
3943,-10115
3944,-9987
3945,-9447
3946,-9080
3947,-9063
3948,-9120
3949,-9321
3950,-9223
3951,-9293
3952,-9756
3953,-10018
3954,-10375
3955,-10674
3956,-10757
3957,-10595
3958,-10193
3959,-9870
3960,-9438
3961,-9184
3962,-8463
3963,-7468
3964,-6740
3965,-5602
3966,-4146
3967,-3110
3968,-2847
3969,-2835
3970,-2991
3971,-3162
3972,-3051
3973,-3049
3974,-2640
3975,-2032
3976,-1312
3977,-698
3978,-475
3979,-592
3980,-1212
3981,-1707
3982,-2036
3983,-2223
3984,-2422
3985,-2730
3986,-3118
3987,-3680
3988,-4169
3989,-4797
3990,-5315
3991,-5323
3992,-5070
3993,-4535
3994,-3643
3995,-2409
3996,-1068
3997,-185
3998,560
3999,1174
4000,1361
4001,1565
4002,1900
4003,2144
4004,2607
4005,3018
4006,3628
4007,4429
4008,4813
4009,4525
4010,3939
4011,3361
4012,2990
4013,2694
4014,2165
4015,1656
4016,1194
4017,529
4018,-193
4019,-1104
4020,-1994
4021,-2711
4022,-3277
4023,-3743
4024,-4231
4025,-4505
4026,-4383
4027,-4066
4028,-3856
4029,-3695
4030,-3223
4031,-2983
4032,-3418
4033,-3910
4034,-4229
4035,-4248
4036,-3775
4037,-3266
4038,-2676
4039,-2232
4040,-1826
4041,-1259
4042,-912
4043,-638
4044,-868
4045,-958
4046,-1109
4047,-1437
4048,-1839
4049,-1907
4050,-1273
4051,-523
4052,47
4053,714
4054,1329
4055,2192
4056,3367
4057,4002
4058,4469
4059,5218
4060,5530
4061,5744
4062,5845
4063,5595
4064,5247
4065,4778
4066,4094
4067,3232
4068,2503
4069,1538
4070,435
4071,-144
4072,-746
4073,-1179
4074,-1378
4075,-1478
4076,-1531
4077,-1941
4078,-2509
4079,-2800
4080,-3215
4081,-3758
4082,-4220
4083,-4534
4084,-4601
4085,-4471
4086,-4098
4087,-3789
4088,-3559
4089,-2887
4090,-2343
4091,-1862
4092,-1167
4093,-816
4094,-332
4095,394
4096,920
4097,1279
4098,1521
4099,1875
4100,2398
4101,2985
4102,3465
4103,3551
4104,3436
4105,3410
4106,3263
4107,3144
4108,2931
4109,2535
4110,2527
4111,2324
4112,2051
4113,2006
4114,2085
4115,2445
4116,2340
4117,2200
4118,2084
4119,1706
4120,1632
4121,1440
4122,1232
4123,1313
4124,1363
4125,1585
4126,1966
4127,2043
4128,2068
4129,2082
